
# ========== optimize session started at 2026-02-15 08:44:36 ==========
[2026-02-15 08:44:43] [optimize] REMOVED /Users/rob/Library/Application Support/Dock/desktoppicture.db (52KB)
# ========== optimize session ended at 2026-02-15 08:44:58, 14 items, 0B ==========

# ========== clean session started at 2026-02-15 08:45:18 ==========
[2026-02-15 08:45:18] [clean] REMOVED /private/var/log/nix-daemon.log
[2026-02-15 08:45:19] [clean] REMOVED /private/var/folders/zx/sdl69vjd6fg6g5jhffrdfz240000gn/X/com.jetbrains.rider.code_sign_clone
[2026-02-15 08:45:41] [clean] SKIPPED /Users/rob/Library/Logs/JetBrains (protected)
[2026-02-15 08:45:41] [clean] SKIPPED /Users/rob/Library/Logs/com.apple.AMPLibraryAgent (protected)
[2026-02-15 08:45:41] [clean] SKIPPED /Users/rob/Library/Logs/com.apple.CloudTelemetry (protected)
[2026-02-15 08:45:41] [clean] SKIPPED /Users/rob/Library/Logs/com.apple.wifi.syncable-networks.legacy.plist (protected)
[2026-02-15 08:45:41] [clean] SKIPPED /Users/rob/Library/Logs/com.apple.wifi.syncable-networks.plist (protected)
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/Zed (48KB)
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/zoom.us
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/Baseband
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/Homebrew (20KB)
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/Meridiem (8KB)
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/warp.log (40KB)
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/Assistant
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/ZoomPhone
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/fsck_hfs.log (20KB)
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/CoreSimulator (40KB)
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/CrashReporter (12KB)
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/wsUpgrade.log
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/GitHub Desktop
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/SiriTTSService
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/warp.log.old.0 (84KB)
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/warp.log.old.1 (56KB)
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/warp.log.old.2 (68KB)
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/warp.log.old.3 (220KB)
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/warp.log.old.4 (220KB)
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/iPod Speech.log
[2026-02-15 08:45:42] [clean] REMOVED /Users/rob/Library/Logs/DiagnosticReports (1.2MB)
[2026-02-15 08:45:43] [clean] REMOVED /Users/rob/Library/Logs/PhotosSearch.aapbz (72KB)
[2026-02-15 08:45:43] [clean] REMOVED /Users/rob/Library/Logs/com.smoothcsv.desktop (4KB)
[2026-02-15 08:45:43] [clean] REMOVED /Users/rob/Library/Logs/PrivacyPreservingMeasurement
[2026-02-15 08:45:43] [clean] REMOVED /Users/rob/Library/Logs/TTD_JavaIS_1703118505.727543.log
[2026-02-15 08:45:43] [clean] REMOVED /Users/rob/Library/Logs/TTD_JavaIS_1703208524.364361.log
[2026-02-15 08:45:43] [clean] REMOVED /Users/rob/Library/Logs/TTD_JavaIS_1703287496.639675.log
[2026-02-15 08:45:43] [clean] REMOVED /Users/rob/Library/Logs/TTD_JavaIS_1712533941.168715.log
[2026-02-15 08:45:43] [clean] REMOVED /Users/rob/Library/Logs/TTD_JavaIS_1712534583.909108.log
[2026-02-15 08:45:43] [clean] REMOVED /Users/rob/Library/Logs/TTD_JavaIS_1712638839.682749.log
[2026-02-15 08:45:43] [clean] REMOVED /Users/rob/Library/Logs/TTD_JavaIS_1713136229.177957.log
[2026-02-15 08:45:43] [clean] REMOVED /Users/rob/Library/Logs/TTD_JavaIS_1728972606.582639.log
[2026-02-15 08:45:43] [clean] REMOVED /Users/rob/Library/Logs/TTD_JavaIS_1728972971.224708.log
[2026-02-15 08:45:43] [clean] REMOVED /Users/rob/Library/Logs/Microsoft Teams Helper (Renderer)
[2026-02-15 08:45:49] [clean] SKIPPED /Users/rob/Library/Saved Application State/com.apple.Dictionary.savedState (protected)
[2026-02-15 08:45:49] [clean] SKIPPED /Users/rob/Library/Saved Application State/com.apple.InstallAssistant.macOSMonterey.savedState (protected)
[2026-02-15 08:45:49] [clean] SKIPPED /Users/rob/Library/Saved Application State/com.apple.InstallAssistant.macOSSequoia.savedState (protected)
[2026-02-15 08:45:49] [clean] SKIPPED /Users/rob/Library/Saved Application State/com.apple.InstallAssistant.macOSVentura.savedState (protected)
[2026-02-15 08:45:49] [clean] SKIPPED /Users/rob/Library/Saved Application State/com.apple.MigrateAssistant.savedState (protected)
[2026-02-15 08:45:49] [clean] SKIPPED /Users/rob/Library/Saved Application State/com.apple.SSE.CaptureData.savedState (protected)
[2026-02-15 08:45:49] [clean] SKIPPED /Users/rob/Library/Saved Application State/com.apple.ScriptEditor2.savedState (protected)
[2026-02-15 08:45:49] [clean] SKIPPED /Users/rob/Library/Saved Application State/com.apple.clock~iosmac.savedState (protected)
[2026-02-15 08:45:49] [clean] SKIPPED /Users/rob/Library/Caches/com.apple.photoanalysisd (protected)
[2026-02-15 08:45:49] [clean] SKIPPED /Users/rob/Library/Caches/com.apple.akd (protected)
[2026-02-15 08:45:49] [clean] SKIPPED /Users/rob/Library/Caches/com.apple.QuickLook.thumbnailcache (protected)
[2026-02-15 08:45:49] [clean] SKIPPED /Users/rob/Library/Caches/com.apple.iconservices* (protected)
[2026-02-15 08:45:49] [clean] SKIPPED /Users/rob/Library/Preferences/com.apple.recentitems.plist (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.wallpaper.agent/Data/Library/Caches/com.apple.wallpaper.caches (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.mediaanalysisd/Data/Library/Caches/PFSceneGeographyData.index (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.mediaanalysisd/Data/Library/Caches/PFSceneTaxonomyData.index (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.mediaanalysisd/Data/Library/Caches/com.apple.HomeKit (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.mediaanalysisd/Data/Library/Caches/com.apple.VisualIntelligence (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.mediaanalysisd/Data/Library/Caches/com.apple.mediaanalysisd (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/JetPackCache (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/WebKit (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/com.apple.AppStore (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/com.apple.AppleMediaServices (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/com.apple.itunesstored (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/com.apple.sharekit.-2417890708855011662.png (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/com.apple.sharekit.-4733748633353167552.png (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/com.apple.sharekit.-6780277465686202818.png (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/com.apple.sharekit.14153899609806.png (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/com.apple.sharekit.215426932792739358.png (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/com.apple.sharekit.26919328759.png (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/com.apple.sharekit.2844661561058500568.png (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/com.apple.sharekit.2894038297468774578.png (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/com.apple.sharekit.3427910662493396681.png (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/com.apple.sharekit.3465968951862004152.png (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/com.apple.sharekit.3987059877150253887.png (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.AppStore/Data/Library/Caches/com.apple.sharekit.6390717652150762066.png (protected)
[2026-02-15 08:45:52] [clean] SKIPPED /Users/rob/Library/Containers/com.apple.configurator.xpc.InternetService/Data/tmp/* (protected)
[2026-02-15 08:46:04] [clean] SKIPPED /Users/rob/Library/Caches/com.dropbox.* (protected)
[2026-02-15 08:46:04] [clean] SKIPPED /Users/rob/Library/Caches/com.getdropbox.dropbox (protected)
[2026-02-15 08:46:04] [clean] SKIPPED /Users/rob/Library/Caches/com.google.GoogleDrive (protected)
[2026-02-15 08:46:04] [clean] SKIPPED /Users/rob/Library/Caches/com.box.desktop (protected)
[2026-02-15 08:46:04] [clean] SKIPPED /Users/rob/Library/Caches/com.microsoft.OneDrive (protected)
[2026-02-15 08:46:04] [clean] SKIPPED /Users/rob/Library/Caches/com.microsoft.Word (protected)
[2026-02-15 08:46:04] [clean] SKIPPED /Users/rob/Library/Caches/com.microsoft.Excel (protected)
[2026-02-15 08:46:04] [clean] SKIPPED /Users/rob/Library/Caches/com.microsoft.Powerpoint (protected)
[2026-02-15 08:46:04] [clean] SKIPPED /Users/rob/Library/Caches/com.apple.iWork.Numbers (protected)
[2026-02-15 08:46:08] [clean] REMOVED /Users/rob/Library/pnpm/store/v10
[2026-02-15 08:46:14] [clean] REMOVED /Users/rob/.bun/install/cache/ms
[2026-02-15 08:46:14] [clean] REMOVED /Users/rob/.bun/install/cache/mz
[2026-02-15 08:46:14] [clean] REMOVED /Users/rob/.bun/install/cache/ajv
[2026-02-15 08:46:14] [clean] REMOVED /Users/rob/.bun/install/cache/arg
[2026-02-15 08:46:14] [clean] REMOVED /Users/rob/.bun/install/cache/dlv
[2026-02-15 08:46:14] [clean] REMOVED /Users/rob/.bun/install/cache/clsx
[2026-02-15 08:46:14] [clean] REMOVED /Users/rob/.bun/install/cache/glob
[2026-02-15 08:46:14] [clean] REMOVED /Users/rob/.bun/install/cache/gopd
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/jiti
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/keyv
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/levn
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/next
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/once
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/pify
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/yaml
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/acorn
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/chalk
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/debug
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/fastq
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/isexe
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/json5
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/react
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/slash
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/tslib
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/which
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/braces
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/busboy
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/cssesc
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/eslint
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/espree
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/globby
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/hasown
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/ignore
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/is-map
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/is-set
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/merge2
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/nanoid
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/rimraf
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/semver
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/uri-js
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/wrappy
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/csstype
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/deep-is
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/esquery
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/esutils
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/find-up
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/flatted
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/globals
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/is-glob
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/isarray
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/js-yaml
[2026-02-15 08:46:15] [clean] REMOVED /Users/rob/.bun/install/cache/p-limit
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/pirates
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/postcss
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/resolve
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/reusify
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/sucrase
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/tapable
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/thenify
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/anymatch
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/argparse
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/axe-core
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/chokidar
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/dir-glob
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/doctrine
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/for-each
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/fsevents
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/has-flag
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/inflight
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/inherits
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/is-regex
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/minimist
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/minipass
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/own-keys
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/p-locate
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/path-key
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/prettier
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/punycode
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/react-is
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/readdirp
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/acorn-jsx
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/call-bind
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/callsites
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/commander
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/es-errors
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/esrecurse
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/fast-glob
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/get-proto
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/graphemer
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/has-proto
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/is-bigint
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/is-number
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/is-string
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/is-symbol
[2026-02-15 08:46:16] [clean] REMOVED /Users/rob/.bun/install/cache/jackspeak
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/js-tokens
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/lilconfig
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/lru-cache
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/minimatch
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/path-type
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/picomatch
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/react-dom
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/scheduler
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/set-proto
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/strip-bom
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/type-fest
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/word-wrap
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/wrap-ansi
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/ansi-regex
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/aria-query
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/call-bound
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/color-name
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/concat-map
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/didyoumean
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/estraverse
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/fill-range
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/flat-cache
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/globalthis
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/is-extglob
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/is-weakmap
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/is-weakref
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/is-weakset
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/micromatch
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/optionator
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/path-parse
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/picocolors
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/postcss-js
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/prelude-ls
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/prop-types
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/read-cache
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/strip-ansi
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/styled-jsx
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/text-table
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/type-check
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/typescript
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/ansi-styles
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/any-promise
[2026-02-15 08:46:17] [clean] REMOVED /Users/rob/.bun/install/cache/array-union
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/client-only
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/cross-spawn
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/emoji-regex
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/es-abstract
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/fs.realpath
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/glob-parent
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/graceful-fs
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/has-bigints
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/has-symbols
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/imurmurhash
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/is-callable
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/json-buffer
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/locate-path
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/object-hash
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/object-keys
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/path-exists
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/path-scurry
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/signal-exit
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/tailwindcss
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/thenify-all
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/yocto-queue
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/caniuse-lite
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/dunder-proto
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/eslint-scope
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/get-tsconfig
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/import-fresh
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/is-data-view
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/lodash.merge
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/loose-envify
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/lucide-react
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/resolve-from
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/run-parallel
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/side-channel
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/streamsearch
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/string-width
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/ts-api-utils
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/undici-types
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/camelcase-css
[2026-02-15 08:46:18] [clean] REMOVED /Users/rob/.bun/install/cache/color-convert
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/function-bind
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/get-intrinsic
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/internal-slot
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/is-bun-module
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/jsx-ast-utils
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/language-tags
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/object-assign
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/object.assign
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/object.values
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/parent-module
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/shebang-regex
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/source-map-js
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/array-includes
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/ast-types-flow
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/axobject-query
[2026-02-15 08:46:19] [clean] REMOVED /Users/rob/.bun/install/cache/balanced-match
